                       ,Game,Company,Created By,Created,Company Domain,Channels,Notes (old),Contacted,Sales Material,Campaign Preview,SQL,SQL (+ Region),SQL (+Project Stage),SQL (Gaming),Score,ICP,Fundraising,Team,Wishlists,Publisher,Release Date,Game Currency,Currency Name,Webshop,Webshop URL,NFT,NFT Marketplace/Contract URL,Coin,ERC20 contract URL,Blockchain,Region,Uses competitor,Project Stage,Company Founded,Roadmap URL,Twitter Created,Twitter Followers,Discord Members,Game Domain,Youtube Video URL,Twitter Tweet URL,Discord Invite URL,Discord Server ID,Q1 - Type,Q1 - Points,Q1 - Title,Q1 - Description,Q2 - Type,Q2 - Points,Q2 - Title,Q2 - Description,Q3 - Type,Q3 - Points,Q3 - Title,Q3 - Description,Q4 - Type,Q4 - Points,Q4 - Title,Q4 - Description,Q5 - Type,Q5 - Points,Q5 - Title,Q5 - Description
Web3 Gaming,Oval3,BAMG Sports,Phillip,6/26/2023,https://www.oval3.game/,"Email CEO , DM CMO",Linkedin/email,Contacted,Complete,https://dashboard.thx.network/preview/6536653d91b35c725fca1590,Yes,Yes,No,No,10,Available,Raising funds,>10,,,,,,,,Using,https://opensea.io/collection/oval3,Using,https://polygonscan.com/token/0x83a5564378839eef0721bc68a0fbeb92e2de73d2,Polygon,Europe,Zealy,Beta,Jan 2022,,July 2022,38000,6100,https://www.oval3.game/,https://www.youtube.com/watch?v=gRmVVf0KYVI,https://twitter.com/Oval3_game/status/1691464771663773697,https://discord.com/invite/R2p8Y9z3jr,1007011758428409856,Custom,250,Buy a starting deck,Buy a starting deck and assemble your first squad,Custom,50,Newsletter subscriber,Sign up to the newsletter ,,,,,,,,,,,,
Web3 Gaming,Starheroes,Gameswift,Phillip,6/26/2023,gameswift.io,"DM CEO ,CMO in DIscord | Linkedin",,Contacted,Complete,https://dashboard.thx.network/preview/657192efd316eadb50f2a8c9,Yes,Yes,No,No,12,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/starheroes-box-minting,Not using yet,,Polygon,Europe,Zealy,Alpha,Jan 2022,https://starheroes.io/#roadmap-section,Jan 2022,37800,11700,https://gameswift.io,https://www.youtube.com/watch?v=0bs3-eZ3EUM,https://twitter.com/StarHeroes_game/status/1731646719031460187,https://discord.com/invite/starheroesgame,913389354846650430,Custom,100,Enhancing the Cruiser,Upgrade your ship,Daily,25,Social Synergy,Team up with 3 other friends in a party and play a game.,,,,,,,,,,,,
Web3 Gaming,Imaginaryones,Imaginaryones,Phillip,6/26/2023,imaginaryones.com,Email | DM CMO in Discord,,,Not needed,,Yes,No,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/io-imaginary-ones,Not using yet,,Ethereum,Asia,Unknown,Alpha,Jan 2022,https://imaginaryones.com/imaginary-world,Jan 2022,440000,181000,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Octo Gaming,Octo Gaming,Phillip,6/26/2023,https://octo-gaming.com/,DM in Twitter,"Linkedin connected, tried to make contact a day or so ago, nothing yet, following up today",Contacted,Complete,https://dashboard.thx.network/preview/6569ddc2e2b8ad8716d6b98a,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://magiceden.io/marketplace/the_octos,Using,https://solscan.io/token/octo82drBEdm8CSDaEKBymVn86TBtgmPnDdmE64PTqJ,SOL,Europe,Zealy,Post Launch,July 2018,https://whitepaper.octo-gaming.com/inter-operability/vision-and-roadmap,Sept 2018,59000,63115,https://play.google.com/store/apps/details?id=com.betonyou.app.android,https://www.youtube.com/watch?v=iq8dombj4mw,https://twitter.com/Octo8gaming/status/1730269261866639638,https://discord.com/invite/4TnCcbdfaV,514829821419716609,Custom,250,Flap Like a Pro,pass 50 obstacles in a flappy octo game ,Daily,25,Three-Pointer Prodigy,Sink 10 consecutive three-point shots in a single game of octo hoop,Custom,,,,,,,,,,,
Web3 Gaming,Fighter Era Odyssey,SNK Japan,Phillip,6/26/2023,https://www.snk-corp.co.jp/us/,,,,Not needed,,Yes,No,No,No,9,Available,Raising funds,>10,,,,,,,,Using,https://opensea.io/collection/maishiranui,Not using yet,,Ethereum,Asia,Galxe,Alpha,1978,https://fighter-era-odyssey.gitbook.io/docs/feoverse/roadmap,April 2022,30000,12500,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Mythic Realms,Mythic Realms,Phillip,6/26/2023,mythicrealms.com,,Twitter Inactive,,Not needed,,No,No,No,No,4,Available,No funds raised,2-10,,,,,,,,Not using yet,,Not using yet,,Unknown,Unknown,Unknown,Alpha,Nov 2022,https://mythic-realms.io/,Nov 2022,7761,3550,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Vortex,Vortex,Phillip,6/26/2023,https://www.intothevortex.xyz/,,,,Not needed,,No,No,No,No,3,Available,No funds raised,2-10,,,,,,,,Using,https://opensea.io/collection/vortex-packs,Not using yet,,Ethereum,Europe,Unknown,Alpha,,https://www.intothevortex.xyz/#roadmap-section,Sept 2022,4700,500,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Mighty Action Heroes,Mighty Bear Games,Phillip,6/26/2023,mightybeargames.com,Discord DM Growth | Linkedin,Linkedin connected,,Not needed,,Yes,No,No,No,12,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/mightynet-genesis-pass,Not using yet,,Polygon,Asia,Unknown,Beta,March 2017,https://cdn.discordapp.com/attachments/955313329080008784/1077457554436784138/PLR_enSG_900x300_SOCIAL_UpdatedTimeline.jpg,March 2022,18500,10000,https://app.mightynet.xyz/download/mah,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Britaria,Britaria,Phillip,6/26/2023,britaria.io,,Twitter Inactive,,Not needed,,No,No,No,No,6,Available,No funds raised,2-10,,,,,,,,Comming Soon,,Using,https://solana.fm/address/FY64DpoX5z8oMTYy7LnDwEVx16dbJbTWrLs8BBo78aJv,SOL,North America,Unknown,Alpha,Feb 2022,,Oct 2022,710,10000,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Domenation,Blackmouth Games,Phillip,6/26/2023,blackmouthgames.com,,No progress on web3,,Not needed,,No,No,No,No,3,Available,Raising funds,>10,,,,,,,,Comming Soon,,Unknown,,BNB,Europe,Unknown,Alpha,April 2017,,March 2023,1000,450,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Apeiron,Aither Entertainment,Prasanth,6/29/2023,aitherentertainment.com,Form or Discord Ticket,,,Not needed,,Yes,No,No,No,12,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/apeironplanet,Using,https://polygonscan.com/token/0x24f9b0837424c62d2247d8a11a6d6139e4ab5ed2,Polygon,Asia,Zealy,,,,,"137,000","37,500",https://apeironnft.com,https://www.youtube.com/watch?v=DmN5g2mS5QU,https://twitter.com/ApeironNFT/status/1685923253078929409,https://discord.com/invite/dYpdSckNnd,922326984497954857,Custom,250,Unlock 5 apostoles,Unlock 5 apostoles and play them at least once,,50,Use your first totem tablet,Use your first totem tablet in game ,,200,Buy an item in the ingame shop,points for buying an item,Referral,200,Refer a friend,Refer a friend and have them reach and complete depth 3,,,,
Web3 Gaming,Lord of Dragons,Lord of Dragons,Phillip,6/29/2023,lordofdragons.io,,Discord Inactive,,Not needed,,No,No,No,No,6,Not available,Unknown,2-10,,,,,,,,Using,https://opensea.io/collection/lod-ticket-scroll,Using,https://bscscan.com/token/0xd24616870ca41bc01074446988faeb0085a71190,BNB,Asia,Gleam,Post Launch,,https://docs.lordofdragons.io/roadmap,Jan 2022,72000,,https://lordofdragons.io/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Army of Fortune,Z3 Bros Studio,Prasanth,6/29/2023,https://z3bros.com/,Email | Discord DM,Army of Tactics closed Beta with Galxe,Contacted,Not needed,,Yes,Yes,No,No,7,Available,Raised funds,>10,,,,,,,,Not using yet,,Using,https://arbiscan.io/token/0x4568ca00299819998501914690d6010ae48a59ba,Arbitrum,Europe,Galxe,Beta,2017,https://z3bros.gitbook.io/aofverse-metapaper-1.0/roadmap,Jul 2022,390000,6500,https://play.google.com/store/apps/details?id=com.aof.armyoftactics,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Burn ghost games,Burn Ghost ,Phillip,6/29/2023,https://www.play.burnghost.com/,CEO EMail | Discord Ticket & DM ,,Contacted,Complete,https://dashboard.thx.network/preview/654a0470775d8ce0f5b8483f,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/burn-ghost-genesis-pass,Using,https://etherscan.io/address/0xD0E852dA28536D4A5bBe7088fA8252C76E31a083,Ethereum,North America,Zealy,Beta,Nov 2021,https://www.burnghost.com/roadmap/game/index.html,Nov 2021,49000,23000,https://www.play.burnghost.com/,https://www.youtube.com/watch?v=Esaowm4MXUg,https://twitter.com/burnghostgames/status/1721309912444350856,https://discord.com/invite/burnghost,1054476248073637959,Custom,200,Ghost Runner,Make top 10 on the leaderboard on ghost runner,Daily,50,Around the Clock Contender,participate in the 24 hour contest ,,,,,,,,,,,,
Web3 Gaming,Yomi Gardens,Yomi Games,Phillip,6/29/2023,yomigames.gg,Form & Cofounder DM,,,Not needed,,Yes,No,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/onisquad,Not using yet,,Polygon,Asia,Unknown,Beta,Sept 2021,https://yomi-games.gitbook.io/yomi-gardens/gameplay/game-feature-roadmap,Sept 2021,17000,4900,https://yomigardens.com/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,CyberTitans,LitLab Games,Phillip,6/29/2023,litlabgames.com,"DM BD in Telegram , DIscord. CEO in DIscord",,Contacted,Not needed,,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Comming Soon,,Using,https://bscscan.com/token/0xcebef3df1f3c5bfd90fde603e71f31a53b11944d,BNB,Europe,Unknown,Post Launch,Jan 2022,https://litlabgames.com/Whitepaper.pdf,March 2022,48000,37000,https://www.cybertitans.io/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Helix,Hypersonic Laboratories,Phillip,6/29/2023,https://hypersoniclaboratories.com/,Form & Discord DM,Well Funded. GTA of Web3,,Not needed,,No,No,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/helix-founder-pass-official,Not using yet,,Ethereum,North America,Unknown,Alpha,June 2019,,Nov 2021,76000,34000,https://helixgame.com/parallel-city-online,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Pixelmon,LiquidX Studio,Phillip,6/29/2023,liquidxgroup.xyz,"Email , Discord CEO , Marketing Manager DM",,,Not needed,,Yes,No,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/pixelmongen1,Using,https://etherscan.io/token/0x32973908faee0bf825a343000fe412ebe56f802a,Ethereum,Asia,Unknown,Alpha,Aug 2022,https://www.pixelmon.ai/#roadmap,Sept 2016,10000,25000,https://hub.pixelmon.ai/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Castaways,Branch,Phillip,6/29/2023,https://branch.gg/,"Discord DM CEO , BD",,Contacted,Complete,https://dashboard.thx.network/preview/6569ddc6e2b8ad8716d6b9a7,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/castaways-the-raft,Not using yet,,Ethereum,North America,Unknown,Post Launch,Jan 2021,,March 2020,45700,37000,https://www.castaways.com/,https://www.youtube.com/watch?v=bsfNuZNkVdg,https://twitter.com/castawaysmmo/status/1722281658164842954,https://discord.com/invite/castaways,721899660658212954,Custom,750,Craftsmanship Unleashed,Craft every single available item in the game at least once. ,Daily,5,Gone Fishin,Catch a fish,Daily,,,,,,,,,,,
Web3 Gaming,,Wolves Dao,Phillip,6/29/2023,https://wolvesdao.io/,,Not Gaming Company,,Not needed,,No,No,No,No,3,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Dfiance,Dfiance,Phillip,6/29/2023,dfiance.com,"DM CEO , MM in TG",,,Not needed,,No,No,No,No,4,Available,Raising funds,2-10,,,,,,,,Comming Soon,,Not using yet,,Ethereum,Europe,Unknown,Beta,Jan 2021,,Dec 2021,9600,,https://play.dfiance.com/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Mixmob,Mixmob,Phillip,6/29/2023,https://www.mixmob.io/,DM PM in Discord | CEO Email,https://mixmob.gitbook.io/mixmob-player-guide/mixmob-nft-culture/phase-3-quest-engine,Contacted,Complete,https://dashboard.thx.network/preview/6580343228e645501524a0ba,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://magiceden.io/marketplace/mixmob,Using,https://www.mixmob.io/economy,SOL,North America,Own Reward System,Beta,June 2021,https://mixmob.gitbook.io/mixmob-player-guide/about-mixmob/universe-roadmap,Sept 2021,25500,19500,https://uprising.mixmob.io,https://www.youtube.com/watch?v=kUQ8DLcKIFw,https://twitter.com/MixMobOrigin/status/1736104937271304276,https://discord.com/invite/mixmob,895807399858950144,Daily,25,Mob Racer,Win a race in the Turbo Arena,Custom,100,Forge Your Mixbot Companion,Craft a Mixbot,,,,,,,,,,,,
Web3 Gaming,Sabai Ecoverse,Sabai Ecoverse,Phillip,6/29/2023,https://sabaiecoverse.com/,"Discord Ticket | CCO , COO Email",,,Not needed,,Yes,No,No,No,12,Available,Raised funds,>10,,,,,,,,Comming Soon,,Using,https://etherscan.io/token/0xb5d730d442e1d5b119fb4e5c843c48a64202ef92,Polygon,Asia,Galxe,Beta,Oct 2021,https://sabaiecoverse.com/#roadmap,Dec 2021,58800,10500,https://sabaiecoverse.com/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Kaiju cards,Permadeath Studios,Phillip,6/29/2023,https://permadeathstudios.com/,Discord Ticket | Discord DM CEO,,Contacted,Not needed,,Yes,Yes,No,No,7,Available,Raising funds,>10,,,,,,,,Using,https://magiceden.io/marketplace/kaiju_cards,Not using yet,,Arbitrum,North America,Unknown,Alpha,Aug 2021,,March 2021,14000,9200,https://play.kaiju.cards/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Kuroro Beasts,Trudan Studios,Phillip,6/29/2023,https://www.kuroro.com/,Discord Ticket | Discord DM CEO,,Contacted,Not needed,,Yes,Yes,No,No,9,Available,Raising funds,>10,,,,,,,,Using,https://opensea.io/collection/kuroro-ferry-tickets,Not using yet,,Ethereum,North America,Unknown,Alpha,Jan 2022,,Nov 2021,72800,26800,https://battle.kuroro.com/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Battlefly,Treasure,Phillip,6/29/2023,https://www.battlefly.game/,Email | Discord DM,,Contacted,Complete,https://dashboard.thx.network/preview/654a047c775d8ce0f5b8485f,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://app.treasure.lol/collection/battlefly,Using,https://magicswap.lol/?input=MAGIC&output=GFLY,Arbitrum,North America,Unknown,Beta,Feb 2022,https://twitter.com/officialabenger/status/1667746061161574400,Nov 2021,62300,47000,https://www.battlefly.game/,https://www.youtube.com/watch?v=21zv2BnJ8WQ,https://twitter.com/BattleFlyGame/status/1716889329145176493,https://discord.com/invite/Y3RayR4Nje,940822048106745927,Custom,100,Unlimate Fighting Machine,fill all 4 of your BattleFly's mod slots and battle,Daily,50,Winged Speedster,Win a daily race in battlefly racer,,,,,,,,,,,,
Web3 Gaming,Bitmates,Bitmates,Phillip,6/29/2023,https://bitmates.io/,,Anon Team,,Not needed,,No,No,No,No,4,Available,Raising funds,2-10,,,,,,,,Using,https://opensea.io/collection/bitmates,Unknown,,Arbitrum,Unknown,Unknown,Beta,,,April 2021,8220,4300,https://beta.bitmates.io/,,,,,,,,,,,,,,,,,,,,,,,,
Gaming,Hytale,Hypixel Studios,Phillip,6/29/2023,hypixelstudios.com,,No discord. ,,Not needed,,No,No,No,Yes,6,Available,Raised funds,>10,,Riot Games,2024,Using,,Not using yet,,Not using yet,,Not using yet,,Ethereum,Europe,Unknown,Beta,Dec 2018,https://medium.com/@Bitmates/bitmates-development-roadmap-1d3cbca4c83d,April 2016,230000,,https://www.hytale.com/,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Pufdao,N/A,Phillip,6/29/2023,navyfederal.org,,Rugged,,Not needed,,No,No,No,No,3,Unknown,Unknown,Unknown,,,,,,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Threads of Time,Riyo Games,Phillip,6/29/2023,https://riyogames.com/,,Not Web3,,Not needed,,No,No,No,No,9,Available,Raised funds,>10,,,,,,,,Unknown,,Unknown,,Unknown,North America,Unknown,,,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Tako Boy Studios,Tako Boy Studios,Phillip,6/29/2023,takoboystudios.com,,Not Web3,,Not needed,,No,No,No,No,9,Unknown,Raised funds,Unknown,,,,,,,,Unknown,,Unknown,,Unknown,Unknown,Unknown,,,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Ai Arena,Arena XLABS,Phillip,6/29/2023,arenaxlabs.com,Discord DM CEO,,Contacted,Complete,https://dashboard.thx.network/preview/6569ddcbe2b8ad8716d6b9c5,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/ai-arena-mint-pass,Not using yet,,Arbitrum,North America,Unknown,Alpha,Sept 2021,,July 2021,28000,14300,https://aiarena.harbor.gg/login,https://www.youtube.com/watch?v=aiIDK2pMHII,https://twitter.com/aiarena_/status/1625510591606718465,https://discord.com/invite/aiarena,721899660658212954,Daily,75,Ai champion,Win 4 consecutive AI battle against the same ai in ai arena ,Custom,100,Triple AI showdown,Play three games and defeat each playable opponent AI,Daily,,,,,,,,,,,
Web3 Gaming,ETHER,,Phillip,6/29/2023,https://ether.site/,,,,Not needed,,No,No,No,No,9,Not available,Raising funds,2-10,,,,,,,,Using,https://opensea.io/collection/ether-capsule,Not using yet,,Ethereum,Unknown,Unknown,Alpha,,https://ether.site/roadmap,Jan 2022,82300,19000,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Skyborne Legacy,Revolving Games,Prasanth,6/29/2023,revolvinggames.com,,Closed,,Not needed,,No,No,No,No,10,Available,Raised funds,>10,,,,,,,,Unknown,,Unknown,,EVM chain,Unknown,Unknown,,,,,10000,10000,,,,,,,,,,,,,,,,,,,,,,,,,
Web3 Gaming,Lifeform,Lifeform,Prasanth,6/29/2023,360lifeformazione.it,"DM in DIscord , Email CMO",,,Not needed,,Yes,No,No,No,9,Available,Raised funds,2-10,,,,,,,,Using,https://market.lifeform.cc/,Using,https://bscscan.com/token/0xa2b2a7774e29f13E17F95b0fc9c0722e7Be36E49,BNB,Unknown,Galxe,,,,,"109,000","76,500",https://lifeform.cc/,https://www.youtube.com/watch?v=hhWHdGyxyps,https://twitter.com/Lifeformcc/status/1688390490478297088,https://discord.com/invite/lifeformcc,1022419114007994438,Custom,250,Finish creating your first digital citizen,rewards for finishing and creating your first digital citizen in our editer,Social,50,Retweet an announcment,points for retweeting an announcment,Custom,250,Connect your avatar to a social platform,"Points for connecting your avatar to as Google Meet, Zoom, Tiktok, Discord, etc.",Custom,100,Buy an avatar,Buy an avatar already created on the marketplace,,,,
Web3 Gaming,Sunflower Land,Thought Farm,Prasanth,6/30/2023,https://sunflower-land.com/,"Form , Twitter DM , Discord DM",,Contacted,Complete,https://dashboard.thx.network/preview/659bbec47f072613e0cb8e4a,Yes,Yes,No,No,12,Available,No funds raised,>10,,,,,,,,Using,https://opensea.io/collection/sunflower-land-collectibles,Using,https://polygonscan.com/token/0xd1f9c58e33933a993a3891f8acfe05a68e1afc05,Polygon,Oceania,Blockheads,Post Launch,,,September 2021,"40,800","72,500",https://sunflower-land.com/,https://www.youtube.com/watch?v=L9yCxAUCYhI,https://twitter.com/0xSunflowerLand/status/1681833271095709696,https://discord.com/invite/sunflowerland,880987707214544966,Daily,250,Expand your land ,Expand your land after recieving your first bumpkin NFT,Custom,50,Customize your bumpkin ,Customize your bumpkin with bumpkin items from the bumpkin store,Custom,50,Harvest your first sunflowers ,Harvest your first 3 free sunflowers at the start of the game,Daily,25,Cook some food ,Cooked some food on the fire pit in game,,,,
Web3 Gaming,Eldarune,Digard,Prasanth,6/30/2023,https://digard.io/,CEO Emails,,Contacted,Complete,https://dashboard.thx.network/preview/655f2cf2c96d1901572480dd,Yes,Yes,No,No,9,Available,Raised funds,>10,,,,,,,,Using,https://opensea.io/collection/elda-runes-nft-box,Using,https://bscscan.com/token/0xab2ed911BDbeA001FD3B29AdbC35d8a76E68aAe4,BNB,Europe,Zealy,Beta,Feb 2022,https://digalabs.gitbook.io/whitepaper_eldarune/roadmap,March 2022,"179,000","114,700",https://www.eldarune.com/,https://www.youtube.com/watch?v=IKMkF7Vg1uc,https://twitter.com/PlayEldarune/status/1682372199460601857,https://discord.com/invite/dEJAVjjVdC,961703141257142272,Custom,250,Craft 50 Recipies!,Craft 50 Recipies!,Daily,500,King of the Sultans,Slay 15 Sultan crabs lol,Custom,100,Get your first legendary item,Get your first legendary item,Daily,200,Complete 3 in game quests,Complete 3 in game quests,Custom,250,Levels and more levels,reach level 20 in game
Web3 Gaming,Kryptofighters,Maxma Game Studio,Prasanth,6/30/2023,NOT FOUND,"Form , Twitter DM , Discord DM",,,Not needed,,Yes,No,No,No,12,Available,No funds raised,>10,,,,,,,,Using,https://opensea.io/collection/kf-genesis-fighter,Unknown,https://kryptofighters.io/buy-tokens/,Polygon,Asia,Galxe,,,,,"49,100","50,000",https://kryptofighters.io/,https://www.youtube.com/watch?v=P1h5-cQfEWE,https://twitter.com/KryptoFighters/status/1684483521975586818,https://discord.com/invite/kryptofighters,N/A,Custom,50,Have one of your fighters burnout/panic,have one of your fighters burnout or panic during a fight,Daily,100,Complete 3 matches,Complete 3 matches,Social,250,grab a friend,Grab a friend to play and have him unlock all achievements,Daily,500,Upgrade to level 6,Upgrade your character to level 6 using currency,,,,
